group,level,freq_rank,infinitive,english,also_adjective,also_adjective_note,eu,tu,ele_ela,nos,eles_elas_voces
"People, help & relationships",A1,55,tratar,to treat / to deal with,,,trato,tratas,trata,tratamos,tratam
"People, help & relationships",A1,135,ajudar,to help,,,ajudo,ajudas,ajuda,ajudamos,ajudam
"People, help & relationships",A2,113,participar,to participate,,,participo,participas,participa,participamos,participam
"People, help & relationships",A2,144,envolver,to get involved,,,envolvo,envolves,envolve,envolvemos,envolvem
"People, help & relationships",A2,551,reciclar,to recycle,,,reciclo,reciclas,recicla,reciclamos,reciclam
"People, help & relationships",B1,168,casar,to marry,,,caso,casas,casa,casamos,casam
"People, help & relationships",B1,199,apoiar,to support,,,apóio,apóias,apóia,apoiamos,apóiam
"People, help & relationships",B1,231,dedicar,to dedicate,,,dedico,dedicas,dedica,dedicamos,dedicam
"People, help & relationships",B1,249,contribuir,to contribute,,,contribuo,contribuis,contribui,contribuímos,contribuem
"People, help & relationships",B1,281,cuidar,to care,,,cuido,cuidas,cuida,cuidamos,cuidam
"People, help & relationships",B1,586,divorciar,to divorce,,,divorcio,divorcias,divorcia,divorciamos,divorciam
"People, help & relationships",B1,638,protestar,to protest,,,protesto,protestas,protesta,protestamos,protestam
"People, help & relationships",B1,639,poluir,to pollute,,,poluo,poluis,polui,poluímos,poluem
"People, help & relationships",B1,640,preservar,to preserve,,,preservo,preservas,preserva,preservamos,preservam
"People, help & relationships",B1,641,consumir,to consume,,,consumo,consomes,consome,consumimos,consomem
"People, help & relationships",B1,642,fabricar,to manufacture,,,fabrico,fabricas,fabrica,fabricamos,fabricam
"People, help & relationships",B2,325,respeitar,to respect,,,respeito,respeitas,respeita,respeitamos,respeitam
"People, help & relationships",B2,689,legislar,to legislate,,,legislo,legislas,legisla,legislamos,legislam
"People, help & relationships",B2,690,reivindicar,to claim / demand,,,reivindico,reivindicas,reivindica,reivindicamos,reivindicam
"People, help & relationships",B2,691,discriminar,to discriminate,,,discrimino,discriminas,discrimina,discriminamos,discriminam
"People, help & relationships",B2,692,censurar,to censor,,,censuro,censuras,censura,censuramos,censuram
"People, help & relationships",B2,714,pleitear,to plead / advocate for,,,pleiteio,pleiteias,pleiteia,pleiteamos,pleiteiam
"People, help & relationships",B2,715,advogar,to advocate,,,advogo,advogas,advoga,advogamos,advogam
"People, help & relationships",B2,717,proclamar,to proclaim,,,proclamo,proclamas,proclama,proclamamos,proclamam
"People, help & relationships",B2,726,silenciar,to silence,,,silenciio,silenciias,silenciia,silenciamos,silenciiam
"People, help & relationships",B2,729,mitigar,to mitigate,,,mitigo,mitigas,mitiga,mitigamos,mitigam
"People, help & relationships",B2,739,salvaguardar,to safeguard,,,salvaguardo,salvaguardas,salvaguarda,salvaguardamos,salvaguardam
"People, help & relationships",B2,741,tutelar,to tutor / protect legally,,,tutelo,tutelas,tutela,tutelamos,tutelam
"People, help & relationships",B2,742,fiscalizar,to oversee / inspect,,,fiscalizo,fiscalizas,fiscaliza,fiscalizamos,fiscalizam
"People, help & relationships",B2,744,escrutinar,to scrutinise,,,escrutino,escrutinas,escrutina,escrutinamos,escrutinam
"People, help & relationships",B2,748,homologar,to approve officially,,,homologo,homologas,homologa,homologamos,homologam
"People, help & relationships",B2,749,ratificar,to ratify,,,ratifico,ratificas,ratifica,ratificamos,ratificam
"People, help & relationships",B2,750,sancionar,to sanction / approve,,,sanciono,sancionas,sanciona,sancionamos,sancionam
"People, help & relationships",B2,751,promulgar,to promulgate,,,promulgo,promulgas,promulga,promulgamos,promulgam
"People, help & relationships",B2,752,revogar,to revoke,,,revogo,revogas,revoga,revogamos,revogam
"People, help & relationships",B2,753,abrogar,to abrogate,,,abrogo,abrogas,abroga,abrogamos,abrogam
"People, help & relationships",B2,754,derrogar,to derogate / partially repeal,,,derrogo,derrogas,derroga,derrogamos,derrogam
"People, help & relationships",B2,755,emendar,to amend,,,emendo,emendas,emenda,emendamos,emendam
"People, help & relationships",B2,756,regulamentar,to regulate,,,regulamento,regulamentas,regulamenta,regulamentamos,regulamentam
"People, help & relationships",B2,757,normatizar,to standardise / set norms,,,normatizo,normatizas,normatiza,normatizamos,normatizam
"People, help & relationships",B2,758,institucionalizar,to institutionalise,,,institucionalizo,institucionalizas,institucionaliza,institucionalizamos,institucionalizam
"People, help & relationships",B2,759,desinstitucionalizar,to deinstitutionalise,,,desinstitucionalizo,desinstitucionalizas,desinstitucionaliza,desinstitucionalizamos,desinstitucionalizam
"People, help & relationships",B2,760,privatizar,to privatise,,,privatizo,privatizas,privatiza,privatizamos,privatizam
"People, help & relationships",B2,761,nacionalizar,to nationalise,,,nacionalizo,nacionalizas,nacionaliza,nacionalizamos,nacionalizam
"People, help & relationships",B2,762,estatizar,to bring under state control,,,estatizo,estatizas,estatiza,estatizamos,estatizam
"People, help & relationships",B2,763,liberalizar,to liberalise,,,liberalizo,liberalizas,liberaliza,liberalizamos,liberalizam
"People, help & relationships",B2,764,desregulamentar,to deregulate,,,desregulamento,desregulamentas,desregulamenta,desregulamentamos,desregulamentam
"People, help & relationships",B2,765,subsidiar,to subsidise,,,subsidio,subsidias,subsidia,subsidiamos,subsidiam
"People, help & relationships",B2,769,redistribuir,to redistribute,,,redistribuo,redistribuis,redistribui,redistribuímos,redistribuem
"People, help & relationships",B2,770,tributar,to tax,,,tributo,tributas,tributa,tributamos,tributam
"People, help & relationships",B2,771,taxar,to tax / levy,,,taxo,taxas,taxa,taxamos,taxam
"People, help & relationships",B2,772,isentar,to exempt,,,isento,isentas,isenta,isentamos,isentam
"People, help & relationships",B2,773,outorgar,to grant / bestow,,,outorgo,outorgas,outorga,outorgamos,outorgam
"People, help & relationships",B2,774,imputar,to impute / attribute (blame),,,imputo,imputas,imputa,imputamos,imputam
"People, help & relationships",B2,775,inculpar,to charge / accuse,,,inculpo,inculpas,inculpa,inculpamos,inculpam
"People, help & relationships",B2,776,absolver,to acquit / absolve,,,absolvo,absolves,absolve,absolvemos,absolvem
"People, help & relationships",B2,777,arbitrar,to arbitrate,,,arbitro,arbitras,arbitra,arbitramos,arbitram
"People, help & relationships",B2,778,mediar,to mediate,,,medeio,medeias,medeia,mediamos,medeiam
"People, help & relationships",B2,779,conciliar,to reconcile / conciliate,,,concilio,concilias,concilia,conciliamos,conciliam
"People, help & relationships",B2,780,transigir,to compromise / yield,,,transijo,transiges,transige,transigimos,transigem
"People, help & relationships",B2,781,capitular,to capitulate,,,capitulo,capitulas,capitula,capitulamos,capitulam
"People, help & relationships",B2,782,render,to surrender,,,rendo,rendes,rende,rendemos,rendem
"People, help & relationships",B2,787,interrogar,to interrogate / question,,,interrogo,interrogas,interroga,interrogamos,interrogam
"People, help & relationships",B2,788,inquirir,to inquire / investigate,,,inquiro,inquires,inquire,inquirimos,inquirem
"People, help & relationships",B2,796,contestar,to contest,,,contesto,contestas,contesta,contestamos,contestam
"People, help & relationships",B2,797,impugnar,to challenge legally,,,impugno,impugnas,impugna,impugnamos,impugnam
"People, help & relationships",B2,798,apelar,to appeal / call upon,,,apelo,apelas,apela,apelamos,apelam
"People, help & relationships",B2,817,harmonizar,to harmonise,,,harmonizo,harmonizas,harmoniza,harmonizamos,harmonizam
"People, help & relationships",B2,819,reconciliar,to reconcile,,,reconcilio,reconcilias,reconcilia,reconciliamos,reconciliam
"People, help & relationships",B2,831,fomentar,to foster / promote,,,fomento,fomentas,fomenta,fomentamos,fomentam
"People, help & relationships",B2,834,desincentivar,to discourage (incentives),,,desincentivo,desincentivas,desincentiva,desincentivamos,desincentivam
"People, help & relationships",B2,838,manipular,to manipulate,,,manipulo,manipulas,manipula,manipulamos,manipulam
"People, help & relationships",C1,276,adoptar,to adopt,,,adoto,adotas,adota,adotamos,adotam
"People, help & relationships",C2,475,colaborar,to collaborate,,,colaboro,colaboras,colabora,colaboramos,colaboram
"Finding, searching & waiting",A1,20,encontrar,to find,,,encontro,encontras,encontra,encontramos,encontram
"Finding, searching & waiting",A1,56,esperar,to wait,,,espero,esperas,espera,esperamos,esperam
"Finding, searching & waiting",A1,68,procurar,to look for / to seek,,,procuro,procuras,procura,procuramos,procuram
"Finding, searching & waiting",A2,95,descobrir,to discover,,,descubro,descobres,descobre,descobrimos,descobrem
"Finding, searching & waiting",B1,193,buscar,to fetch,,,busco,buscas,busca,buscamos,buscam
"Finding, searching & waiting",B2,446,investigar,to investigate,,,investigo,investigas,investiga,investigamos,investigam
"Finding, searching & waiting",C1,405,explorar,to explore,,,exploro,exploras,explora,exploramos,exploram
"Finding, searching & waiting",C1,425,aguardar,to wait,,,aguardo,aguardas,aguarda,aguardamos,aguardam
"Giving, receiving & exchanging",A1,9,dar,to give,,,dou,dás,dá,damos,dão
"Giving, receiving & exchanging",A1,45,receber,to receive,,,recebo,recebes,recebe,recebemos,recebem
"Giving, receiving & exchanging",A1,257,ligar,to call / to turn on / to connect,,,ligo,ligas,liga,ligamos,ligam
"Giving, receiving & exchanging",A2,73,incluir,to include,,,incluo,incluis,inclui,incluímos,incluem
"Giving, receiving & exchanging",A2,140,oferecer,to offer,,,ofereço,ofereces,oferece,oferecemos,oferecem
"Giving, receiving & exchanging",B1,156,reunir,to gather,,,reúno,reúnes,reúne,reunimos,reúnem
"Giving, receiving & exchanging",B1,192,dividir,to split,,,divido,divides,divide,dividimos,dividem
"Giving, receiving & exchanging",B1,212,integrar,to integrate,,,integro,integras,integra,integramos,integram
"Giving, receiving & exchanging",B1,217,atribuir,to attribute,,,atribuo,atribuis,atribui,atribuímos,atribuem
"Giving, receiving & exchanging",B1,237,substituir,to replace,,,substituo,substituis,substitui,substituímos,substituem
"Giving, receiving & exchanging",B1,255,prestar,to provide / to lend / to be useful,,,presto,prestas,presta,prestamos,prestam
"Giving, receiving & exchanging",B1,265,fornecer,to provide,,,forneço,forneces,fornece,fornecemos,fornecem
"Giving, receiving & exchanging",B1,271,juntar,to join,,,junto,juntas,junta,juntamos,juntam
"Giving, receiving & exchanging",B1,280,introduzir,to introduce,,,introduzo,introduzes,introduz,introduzimos,introduzem
"Giving, receiving & exchanging",B2,303,conceder,to grant,,,concedo,concedes,concede,concedemos,concedem
"Giving, receiving & exchanging",B2,305,separar,to separate,,,separo,separas,separa,separamos,separam
"Giving, receiving & exchanging",B2,307,unir,to join,,,uno,unes,une,unimos,unem
"Giving, receiving & exchanging",B2,335,trocar,to exchange,,,troco,trocas,troca,trocamos,trocam
"Giving, receiving & exchanging",C1,384,distribuir,to distribute,,,distribuo,distribuis,distribui,distribuímos,distribuem
"Giving, receiving & exchanging",C1,385,espalhar,to spread,,,espalho,espalhas,espalha,espalhamos,espalham
"Money, buying & selling",A1,46,perder,to lose,,,perco,perdes,perde,perdemos,perdem
"Money, buying & selling",A1,76,ganhar,to win,,,ganho,ganhas,ganha,ganhamos,ganham
"Money, buying & selling",A1,79,pagar,to pay,,,pago,pagas,paga,pagamos,pagam
"Money, buying & selling",A1,124,vender,to sell,,,vendo,vendes,vende,vendemos,vendem
"Money, buying & selling",A1,126,comprar,to buy,,,compro,compras,compra,compramos,compram
"Money, buying & selling",A2,227,custar,to cost,,,custo,custas,custa,custamos,custam
"Money, buying & selling",A2,251,importar,to matter / to import,,,importo,importas,importa,importamos,importam
"Money, buying & selling",A2,511,poupar,to save (money),,,poupo,poupas,poupa,poupamos,poupam
"Money, buying & selling",A2,512,emprestar,to lend,,,empresto,emprestas,empresta,emprestamos,emprestam
"Money, buying & selling",A2,562,devolver,to return,,,devolvo,devolves,devolve,devolvemos,devolvem
"Money, buying & selling",B1,211,promover,to promote,,,promovo,promoves,promove,promovemos,promovem
"Money, buying & selling",B2,357,gastar,to spend,,,gasto,gastas,gasta,gastamos,gastam
"Money, buying & selling",B2,366,investir,to invest,,,invisto,investes,investe,investimos,investem
"Money, buying & selling",C1,393,estimar,to estimate,,,estimo,estimas,estima,estimamos,estimam
"Money, buying & selling",C1,398,roubar,to steal,,,roubo,roubas,rouba,roubamos,roubam
"Money, buying & selling",C1,401,cobrar,to charge (money) / to demand,,,cobro,cobras,cobra,cobramos,cobram
"Money, buying & selling",C1,403,negociar,to negotiate,,,negociio,negociias,negociia,negociamos,negociiam
"Joining, separating & organizing",B1,333,arranjar,to arrange,,,arranjo,arranjas,arranja,arranjamos,arranjam
"Joining, separating & organizing",C1,381,organizar,to organize,,,organizo,organizas,organiza,organizamos,organizam
"Joining, separating & organizing",C1,449,ordenar,to order / to sort,,,ordeno,ordenas,ordena,ordenamos,ordenam
"Joining, separating & organizing",C2,485,classificar,to classify / to sort,,,classifico,classificas,classifica,classificamos,classificam
"Joining, separating & organizing",C2,487,conferir,to confer,,,confiro,conferes,confere,conferimos,conferem
"Measuring, checking & analyzing",B1,188,verificar,to check,,,verifico,verificas,verifica,verificamos,verificam
"Measuring, checking & analyzing",B1,239,analisar,to analyze,,,analiso,analisas,analisa,analisamos,analisam
"Measuring, checking & analyzing",B1,254,pesar,to weigh / to grieve,,,peso,pesas,pesa,pesamos,pesam
"Measuring, checking & analyzing",B1,340,comparar,to compare,,,comparo,comparas,compara,comparamos,comparam
"Measuring, checking & analyzing",B2,309,avaliar,to evaluate,,,avalio,avalias,avalia,avaliamos,avaliam
"Measuring, checking & analyzing",B2,342,calcular,to calculate,,,calculo,calculas,calcula,calculamos,calculam
"Measuring, checking & analyzing",B2,379,medir,to measure,,,meço,medes,mede,medimos,medem
"Measuring, checking & analyzing",C1,432,apurar,to ascertain,,,apuro,apuras,apura,apuramos,apuram
"Force, conflict & law",A2,109,defender,to defend,,,defendo,defendes,defende,defendemos,defendem
"Force, conflict & law",B1,165,vencer,to win,,,venço,vences,vence,vencemos,vencem
"Force, conflict & law",B1,171,julgar,to judge,,,julgo,julgas,julga,julgamos,julgam
"Force, conflict & law",B1,260,enfrentar,to face,,,enfrento,enfrentas,enfrenta,enfrentamos,enfrentam
"Force, conflict & law",B1,267,conquistar,to conquer,,,conquisto,conquistas,conquista,conquistamos,conquistam
"Force, conflict & law",B2,283,dominar,to dominate,,,domino,dominas,domina,dominamos,dominam
"Force, conflict & law",B2,292,proteger,to protect,,,protejo,proteges,protege,protegemos,protegem
"Force, conflict & law",B2,319,atacar,to attack,,,ataco,atacas,ataca,atacamos,atacam
"Force, conflict & law",B2,320,lutar,to fight,,,luto,lutas,luta,lutamos,lutam
"Force, conflict & law",B2,328,disputar,to dispute,,,disputo,disputas,disputa,disputamos,disputam
"Force, conflict & law",B2,343,ameaçar,to threaten,,,ameaço,ameaças,ameaça,ameaçamos,ameaçam
"Force, conflict & law",B2,362,invadir,to invade,,,invado,invades,invade,invadimos,invadem
"Force, conflict & law",C1,410,reagir,to react,,,reajo,reages,reage,reagimos,reagem
"Force, conflict & law",C2,399,comandar,to command,,,comando,comandas,comanda,comandamos,comandam
"Force, conflict & law",C2,451,governar,to rule,,,governo,governas,governa,governamos,governam
"Force, conflict & law",C2,455,condenar,to condemn,,,condeno,condenas,condena,condenamos,condenam
"Force, conflict & law",C2,473,combater,to fight,,,combato,combates,combate,combatemos,combatem
"Allowing, forcing & controlling",A1,63,permitir,to allow,,,permito,permites,permite,permitimos,permitem
"Allowing, forcing & controlling",A2,122,garantir,to guarantee,,,garanto,garantes,garante,garantimos,garantem
"Allowing, forcing & controlling",B1,160,evitar,to avoid,,,evito,evitas,evita,evitamos,evitam
"Allowing, forcing & controlling",B1,180,obrigar,to oblige,,,obrigo,obrigas,obriga,obrigamos,obrigam
"Allowing, forcing & controlling",B1,224,impedir,to prevent,,,impeço,impedes,impede,impedimos,impedem
"Allowing, forcing & controlling",B1,277,controlar,to control,,,controlo,controlas,controla,controlamos,controlam
"Allowing, forcing & controlling",B1,480,proibir,to ban,,,proíbo,proíbes,proíbe,proibimos,proíbem
"Allowing, forcing & controlling",B2,300,assegurar,to secure,,,asseguro,asseguras,assegura,asseguramos,asseguram
"Allowing, forcing & controlling",B2,317,impor,to impose,,,imponho,impões,impõe,impomos,impõem
"Play, arts & leisure",A1,143,tocar,to touch / to play (music),,,toco,tocas,toca,tocamos,tocam
"Play, arts & leisure",A1,150,jogar,to play (a game) / to throw,,,jogo,jogas,joga,jogamos,jogam
"Play, arts & leisure",A1,201,cantar,to sing,,,canto,cantas,canta,cantamos,cantam
"Play, arts & leisure",A1,286,visitar,to visit,,,visito,visitas,visita,visitamos,visitam
"Play, arts & leisure",A1,296,viajar,to travel,,,viajo,viajas,viaja,viajamos,viajam
"Play, arts & leisure",A1,406,brincar,to play (fun),,,brinco,brincas,brinca,brincamos,brincam
"Play, arts & leisure",A1,431,dançar,to dance,,,danço,danças,dança,dançamos,dançam
"Play, arts & leisure",A1,503,nadar,to swim,,,nado,nadas,nada,nadamos,nadam
"Play, arts & leisure",A1,504,passear,to go for a walk,,,passeio,passeias,passeia,passeamos,passeiam
"Play, arts & leisure",A2,556,pedalar,to cycle / pedal,,,pedalo,pedalas,pedala,pedalamos,pedalam
"Play, arts & leisure",A2,557,chutar,to kick,,,chuto,chutas,chuta,chutamos,chutam
"Play, arts & leisure",A2,558,empatar,to draw (match),,,empato,empatas,empata,empatamos,empatam
"Play, arts & leisure",A2,559,treinar,to train,,,treino,treinas,treina,treinamos,treinam
"Play, arts & leisure",B1,232,assistir,to watch / to attend,,,assisto,assistes,assiste,assistimos,assistem
"Play, arts & leisure",B1,378,pintar,to paint,,,pinto,pintas,pinta,pintamos,pintam
"Play, arts & leisure",B1,454,desenhar,to draw,,,desenho,desenhas,desenha,desenhamos,desenham
"Play, arts & leisure",B1,647,remar,to row,,,remo,remas,rema,remamos,remam
"Play, arts & leisure",B1,648,competir,to compete,,,compito,competes,compete,competimos,competem
"Play, arts & leisure",B1,649,filmar,to film,,,filmo,filmas,filma,filmamos,filmam
"Play, arts & leisure",B1,650,atuar,to act / perform,,,atuo,atuas,atua,atuamos,atuam
"Play, arts & leisure",B1,651,ensaiar,to rehearse,,,ensaio,ensaias,ensaia,ensaiamos,ensaiam
"Play, arts & leisure",B1,652,colecionar,to collect,,,coleciono,colecionas,coleciona,colecionamos,colecionam
"Play, arts & leisure",B1,653,acampar,to camp,,,acampo,acampas,acampa,acampamos,acampam
Extra A1–B2 verbs,A2,510,recomendar,to recommend,,,recomendo,recomendas,recomenda,recomendamos,recomendam
Extra A1–B2 verbs,A2,516,cheirar,to smell,,,cheiro,cheiras,cheira,cheiramos,cheiram
Extra A1–B2 verbs,A2,572,somar,to add (numbers),,,somo,somas,soma,somamos,somam
Extra A1–B2 verbs,A2,573,multiplicar,to multiply,,,multiplico,multiplicas,multiplica,multiplicamos,multiplicam
Extra A1–B2 verbs,A2,574,cumprimentar,to greet,,,cumprimento,cumprimentas,cumprimenta,cumprimentamos,cumprimentam
Extra A1–B2 verbs,A2,575,celebrar,to celebrate,,,celebro,celebras,celebra,celebramos,celebram
Extra A1–B2 verbs,A2,576,festejar,to party / celebrate,,,festejo,festejas,festeja,festejamos,festejam
Extra A1–B2 verbs,A2,577,empurrar,to push,,,empurro,empurras,empurra,empurramos,empurram
Extra A1–B2 verbs,A2,578,despir,to undress,,,dispo,despes,despe,despimos,despem
Extra A1–B2 verbs,A2,579,calçar,to put on (shoes),,,calço,calças,calça,calçamos,calçam
Extra A1–B2 verbs,A2,580,pentear,to comb,,,penteio,penteias,penteia,penteamos,penteiam
Extra A1–B2 verbs,A2,581,barbear,to shave,,,barbeio,barbeias,barbeia,barbeamos,barbeiam
Extra A1–B2 verbs,A2,582,banhar,to bathe,,,banho,banhas,banha,banhamos,banham
Extra A1–B2 verbs,A2,583,secar,to dry,,,seco,secas,seca,secamos,secam
Extra A1–B2 verbs,A2,584,molhar,to wet,,,molho,molhas,molha,molhamos,molham
Extra A1–B2 verbs,A2,585,embrulhar,to wrap up,,,embrulho,embrulhas,embrulha,embrulhamos,embrulham
Extra A1–B2 verbs,B1,587,piorar,to get worse,,,pioro,pioras,piora,pioramos,pioram
Extra A1–B2 verbs,B1,588,duvidar,to doubt,,,duvido,duvidas,duvida,duvidamos,duvidam
Extra A1–B2 verbs,B1,589,elogiar,to praise,,,elogio,elogias,elogia,elogiamos,elogiam
Extra A1–B2 verbs,B1,664,discordar,to disagree,,,discordo,discordas,discorda,discordamos,discordam
Extra A1–B2 verbs,B1,665,opinar,to give an opinion,,,opino,opinas,opina,opinamos,opinam
Extra A1–B2 verbs,B1,666,mencionar,to mention,,,menciono,mencionas,menciona,mencionamos,mencionam
Extra A1–B2 verbs,B1,667,relacionar,to relate,,,relaciono,relacionas,relaciona,relacionamos,relacionam
Extra A1–B2 verbs,B1,668,associar,to associate,,,associo,associas,associa,associamos,associam
Extra A1–B2 verbs,B1,669,ajustar,to adjust,,,ajusto,ajustas,ajusta,ajustamos,ajustam
Extra A1–B2 verbs,B1,670,remover,to remove,,,removo,removes,remove,removemos,removem
Extra A1–B2 verbs,B1,671,subtrair,to subtract,,,subtraio,subtrais,subtrai,subtraímos,subtraem
Extra A1–B2 verbs,B1,672,resgatar,to rescue,,,resgato,resgatas,resgata,resgatamos,resgatam
Extra A1–B2 verbs,B1,673,capturar,to capture,,,capturo,capturas,captura,capturamos,capturam
Extra A1–B2 verbs,B1,674,comemorar,to commemorate / celebrate,,,comemoro,comemoras,comemora,comemoramos,comemoram
Extra A1–B2 verbs,B1,675,hospedar,to host / accommodate,,,hospedo,hospedas,hospeda,hospedamos,hospedam
Extra A1–B2 verbs,B1,676,alojar,to lodge / house,,,alojo,alojas,aloja,alojamos,alojam
Extra A1–B2 verbs,B1,677,descalçar,to take off (shoes),,,descalço,descalças,descalça,descalçamos,descalçam
Extra A1–B2 verbs,B1,678,maquilhar,to put on make-up,,,maquilho,maquilhas,maquilha,maquilhamos,maquilham
Extra A1–B2 verbs,B1,679,esvaziar,to empty,,,esvazio,esvazias,esvazia,esvaziamos,esvaziam
Extra A1–B2 verbs,B1,680,desembrulhar,to unwrap,,,desembrulho,desembrulhas,desembrulha,desembrulhamos,desembrulham
Extra A1–B2 verbs,B2,681,argumentar,to argue (make a case),,,argumento,argumentas,argumenta,argumentamos,argumentam
Extra A1–B2 verbs,B2,682,excluir,to exclude,,,excluo,excluis,exclui,excluímos,excluem
Extra A1–B2 verbs,B2,683,autorizar,to authorise,,,autorizo,autorizas,autoriza,autorizamos,autorizam
Extra A1–B2 verbs,B2,695,ocultar,to conceal,,,oculto,ocultas,oculta,ocultamos,ocultam
Extra A1–B2 verbs,B2,696,fundamentar,to substantiate,,,fundamento,fundamentas,fundamenta,fundamentamos,fundamentam
Extra A1–B2 verbs,B2,697,ilustrar,to illustrate,,,ilustro,ilustras,ilustra,ilustramos,ilustram
Extra A1–B2 verbs,B2,698,preceder,to precede,,,precedo,precedes,precede,precedemos,precedem
Extra A1–B2 verbs,B2,699,postular,to postulate,,,postulo,postulas,postula,postulamos,postulam
Extra A1–B2 verbs,B2,713,reconsiderar,to reconsider,,,reconsidero,reconsideras,reconsidera,reconsideramos,reconsideram
Extra A1–B2 verbs,B2,716,asseverar,to assert,,,assevero,asseveras,assevera,asseveramos,asseveram
Extra A1–B2 verbs,B2,721,iluminar,to illuminate / clarify,,,ilumino,iluminas,ilumina,iluminamos,iluminam
Extra A1–B2 verbs,B2,722,obscurecer,to obscure,,,obscureço,obscureces,obscurece,obscurecemos,obscurecem
Extra A1–B2 verbs,B2,723,dissimular,to conceal / dissemble,,,dissimulo,dissimulas,dissimula,dissimulamos,dissimulam
Extra A1–B2 verbs,B2,724,omitir,to omit,,,omito,omites,omite,omitimos,omitem
Extra A1–B2 verbs,B2,725,suprimir,to suppress,,,suprimo,suprimes,suprime,suprimimos,suprimem
Extra A1–B2 verbs,B2,727,amplificar,to amplify,,,amplifico,amplificas,amplifica,amplificamos,amplificam
Extra A1–B2 verbs,B2,728,atenuar,to attenuate / tone down,,,atenuo,atenuas,atenua,atenuamos,atenuam
Extra A1–B2 verbs,B2,730,agravar,to aggravate,,,agravo,agravas,agrava,agravamos,agravam
Extra A1–B2 verbs,B2,731,exacerbar,to exacerbate,,,exacerbo,exacerbas,exacerba,exacerbamos,exacerbam
Extra A1–B2 verbs,B2,732,intensificar,to intensify,,,intensifico,intensificas,intensifica,intensificamos,intensificam
Extra A1–B2 verbs,B2,733,diluir,to dilute,,,diluo,diluis,dilui,diluímos,diluem
Extra A1–B2 verbs,B2,735,fortalecer,to strengthen,,,fortaleço,fortaleces,fortalece,fortalecemos,fortalecem
Extra A1–B2 verbs,B2,736,enfraquecer,to weaken,,,enfraqueço,enfraqueces,enfraquece,enfraquecemos,enfraquecem
Extra A1–B2 verbs,B2,738,comprometir,to compromise / jeopardise,,,comprometo,comprometes,compromete,comprometemos,comprometem
Extra A1–B2 verbs,B2,740,resguardar,to protect / shelter,,,resguardo,resguardas,resguarda,resguardamos,resguardam
Extra A1–B2 verbs,B2,783,contrapor,to counterpose,,,contraponho,contrapões,contrapõe,contrapomos,contrapõem
Extra A1–B2 verbs,B2,784,contrariar,to contradict / go against,,,contrario,contrarias,contraria,contrariamos,contrariam
Extra A1–B2 verbs,B2,785,desafiar,to challenge,,,desafio,desafias,desafia,desafiamos,desafiam
Extra A1–B2 verbs,B2,786,questionar,to question,,,questiono,questionas,questiona,questionamos,questionam
Extra A1–B2 verbs,B2,789,averiguar,to ascertain / look into,,,averiguo,averiguas,averigua,averiguamos,averiguam
Extra A1–B2 verbs,B2,790,indagar,to inquire,,,indago,indagas,indaga,indagamos,indagam
Extra A1–B2 verbs,B2,791,perscrutar,to probe / scrutinise,,,perscruto,perscrutas,perscruta,perscrutamos,perscrutam
Extra A1–B2 verbs,B2,799,invocar,to invoke,,,invoco,invocas,invoca,invocamos,invocam
Extra A1–B2 verbs,B2,800,evocar,to evoke,,,evoco,evocas,evoca,evocamos,evocam
Extra A1–B2 verbs,B2,801,aludir,to allude,,,aludo,aludes,alude,aludimos,aludem
Extra A1–B2 verbs,B2,823,orquestrar,to orchestrate,,,orquestro,orquestras,orquestra,orquestramos,orquestram
Extra A1–B2 verbs,B2,826,concretizar,to make concrete / achieve,,,concretizo,concretizas,concretiza,concretizamos,concretizam
Extra A1–B2 verbs,B2,827,materializar,to materialise,,,materializo,materializas,materializa,materializamos,materializam
Extra A1–B2 verbs,B2,830,propiciar,to foster / bring about,,,propicio,propicias,propicia,propiciamos,propiciam
Extra A1–B2 verbs,B2,832,estimular,to stimulate,,,estimulo,estimulas,estimula,estimulamos,estimulam
Extra A1–B2 verbs,B2,833,incentivar,to incentivise / encourage,,,incentivo,incentivas,incentiva,incentivamos,incentivam
Extra A1–B2 verbs,B2,835,dissuadir,to dissuade,,,dissuado,dissuades,dissuade,dissuadimos,dissuadem
Extra A1–B2 verbs,B2,836,persuadir,to persuade,,,persuado,persuades,persuade,persuadimos,persuadem
Extra A1–B2 verbs,B2,839,condicionar,to condition,,,condiciono,condicionas,condiciona,condicionamos,condicionam
Extra A1–B2 verbs,B2,840,antecipar,to anticipate,,,antecipo,antecipas,antecipa,antecipamos,antecipam
Extra A1–B2 verbs,B2,841,precaver,to take precautions,,,-,-,-,precavemos,-
